# ID,label,Linearity,Sphericity,Planarity,Verticality,Hull Area,Relative Height
 290.00000,   2.00000,   0.82560,   0.11279,   0.06159,   0.90646,  34.37305,   1.59000
 291.00000,   2.00000,   0.67751,   0.01689,   0.30560,   0.95435,  23.90675,   1.94000
 292.00000,   2.00000,   0.89203,   0.00949,   0.09848,   0.93693,   4.04239,   1.45000
 293.00000,   2.00000,   0.98132,   0.00301,   0.01567,   0.99725,  32.02524,   1.49000
 294.00000,   2.00000,   0.04341,   0.08187,   0.87471,   0.00269,  81.36749,   1.81000
 295.00000,   2.00000,   0.99013,   0.00074,   0.00913,   0.91817, 131.13577,   2.62000
 296.00000,   2.00000,   0.87152,   0.01461,   0.11386,   0.91384,  37.08084,   2.56000
 297.00000,   2.00000,   0.91169,   0.00686,   0.08145,   0.78424,  15.98429,   2.48000
 298.00000,   2.00000,   0.78202,   0.02660,   0.19137,   0.98971,  29.31763,   1.42000
 299.00000,   2.00000,   0.86757,   0.00688,   0.12554,   0.99266,  24.94483,   1.59000
 300.00000,   3.00000,   0.90779,   0.01361,   0.07860,   0.00572,  21.49934,  10.82000
 301.00000,   3.00000,   0.43572,   0.36495,   0.19932,   0.02328,   5.74676,  12.57000
 302.00000,   3.00000,   0.51758,   0.10266,   0.37975,   0.77833,   7.66153,  11.12000
 303.00000,   3.00000,   0.73429,   0.15040,   0.11530,   0.42728,  12.88838,  10.50000
 304.00000,   3.00000,   0.70596,   0.06284,   0.23117,   0.96980,  12.41048,   4.44000
 305.00000,   3.00000,   0.82741,   0.01360,   0.15899,   0.01551,   5.28206,   7.06000
 306.00000,   3.00000,   0.69218,   0.15317,   0.15463,   0.58232,  31.05059,  10.46000
 307.00000,   3.00000,   0.76050,   0.03657,   0.20293,   0.15472,  28.28344,   6.94000
 308.00000,   3.00000,   0.96865,   0.01322,   0.01813,   0.97334,  12.35908,   4.52000
 309.00000,   3.00000,   0.65688,   0.26191,   0.08120,   0.99560,   7.88133,   6.75000
 310.00000,   3.00000,   0.42078,   0.05465,   0.52456,   0.97048,  13.89855,   8.55000
 311.00000,   3.00000,   0.75389,   0.00710,   0.23901,   0.99575,   4.55991,   8.60000
 312.00000,   3.00000,   0.86797,   0.04348,   0.08855,   0.13185,   9.12748,  11.23000
 313.00000,   3.00000,   0.95602,   0.01051,   0.03347,   0.91483,  19.56774,   5.94000
 314.00000,   3.00000,   0.98297,   0.01450,   0.00252,   0.00328,   1.31511,  10.92000
 315.00000,   3.00000,   0.98930,   0.00741,   0.00329,   0.00025,   0.89157,   9.80000
 316.00000,   3.00000,   0.73739,   0.01481,   0.24779,   0.94431,  20.44448,  12.56000
 317.00000,   3.00000,   0.60421,   0.03440,   0.36139,   0.22019,  18.66195,  10.29000
 318.00000,   3.00000,   0.65794,   0.00789,   0.33417,   0.96797,   4.19463,  11.23000
 319.00000,   3.00000,   0.55827,   0.05411,   0.38762,   0.99150,  65.30755,   8.86000
 320.00000,   3.00000,   0.93618,   0.01501,   0.04881,   0.00386,   2.34860,  11.96000
 321.00000,   3.00000,   0.54691,   0.00893,   0.44416,   0.28282,  12.72483,   8.70000
 322.00000,   3.00000,   0.33768,   0.43345,   0.22885,   0.85242,  10.98156,  10.18000
 323.00000,   3.00000,   0.86073,   0.04495,   0.09432,   0.03464,   8.25370,   9.32000
 324.00000,   3.00000,   0.48457,   0.06025,   0.45516,   0.70959,   3.05195,  13.32000
 325.00000,   3.00000,   0.94647,   0.02653,   0.02700,   0.00467,  12.48243,  11.11000
 326.00000,   3.00000,   0.87078,   0.10888,   0.02033,   0.00023,  15.97723,   8.14000
 327.00000,   3.00000,   0.41601,   0.04639,   0.53759,   0.95241,  23.65915,  12.74000
 328.00000,   3.00000,   0.65575,   0.04095,   0.30330,   0.03143,   5.25188,  11.16000
 329.00000,   3.00000,   0.81040,   0.01608,   0.17351,   0.02373,   4.43152,  12.50000
 330.00000,   3.00000,   0.45095,   0.04261,   0.50642,   0.87949,  26.47460,  13.00000
 331.00000,   3.00000,   0.98063,   0.01299,   0.00637,   0.98854,   1.24115,  10.69000
 332.00000,   3.00000,   0.68225,   0.01235,   0.30539,   0.07942,   8.58136,  11.62000
 333.00000,   3.00000,   0.95434,   0.03491,   0.01075,   0.00819,  37.25322,  10.89000
 334.00000,   3.00000,   0.83757,   0.02682,   0.13561,   0.97523,   5.55895,  11.25000
 335.00000,   3.00000,   0.68057,   0.05510,   0.26432,   0.25763,  27.73966,   8.71000
 336.00000,   3.00000,   0.98697,   0.00388,   0.00916,   0.00060,   1.33685,  12.38000
 337.00000,   3.00000,   0.94440,   0.01707,   0.03853,   0.00135,   2.13867,  11.82000
 338.00000,   3.00000,   0.92644,   0.03706,   0.03650,   0.00371,  11.75501,  12.57000
 339.00000,   3.00000,   0.60899,   0.07888,   0.31213,   0.15347,  38.51441,   9.95000
 340.00000,   3.00000,   0.89647,   0.03721,   0.06632,   0.00352,   1.93896,   8.34000
 341.00000,   3.00000,   0.78109,   0.03948,   0.17942,   0.07790,   2.60136,  12.65000
 342.00000,   3.00000,   0.90856,   0.04907,   0.04236,   0.01509,   7.01416,  11.93000
 343.00000,   3.00000,   0.64479,   0.01419,   0.34102,   0.04544,   4.95796,   8.98000
 344.00000,   3.00000,   0.71908,   0.02710,   0.25381,   0.38463,   3.57770,  10.76000
 345.00000,   3.00000,   0.26034,   0.07403,   0.66561,   0.95203,  28.05180,  12.53000
 346.00000,   3.00000,   0.40530,   0.19131,   0.40338,   0.99251,   9.13310,  12.43000
 347.00000,   3.00000,   0.57842,   0.01323,   0.40835,   0.98865,  13.85153,   8.76000
 348.00000,   3.00000,   0.95040,   0.00329,   0.04631,   0.00355,   1.24483,  10.72000
 349.00000,   3.00000,   0.39594,   0.05191,   0.55214,   0.48691,   2.25083,   3.23000
 350.00000,   3.00000,   0.70238,   0.00717,   0.29045,   0.95917,   4.49370,   7.85000
 351.00000,   3.00000,   0.70661,   0.00540,   0.28799,   0.00316,  15.09145,  10.59000
 352.00000,   3.00000,   0.71273,   0.01684,   0.27042,   0.92524,  19.78627,  12.60000
 353.00000,   3.00000,   0.59518,   0.06067,   0.34414,   0.85919,   2.91036,  12.48000
 354.00000,   3.00000,   0.98873,   0.00093,   0.01034,   0.98586,  12.91467,   4.60000
 355.00000,   3.00000,   0.59615,   0.03147,   0.37237,   0.89699,  16.70786,  12.81000
 356.00000,   3.00000,   0.89395,   0.08080,   0.02525,   0.99936,  19.50643,  10.37000
 357.00000,   3.00000,   0.98670,   0.01050,   0.00280,   0.00139,   0.96010,  10.81000
 358.00000,   3.00000,   0.30821,   0.05975,   0.63202,   0.98529,   4.15161,  12.91000
 359.00000,   3.00000,   0.57309,   0.23889,   0.18800,   0.45037,  16.90011,  10.43000
 360.00000,   3.00000,   0.90782,   0.06756,   0.02462,   0.91578,  24.11346,  10.88000
 361.00000,   3.00000,   0.28409,   0.40619,   0.30969,   0.03430,  20.85085,   6.59000
 362.00000,   3.00000,   0.42156,   0.07417,   0.50425,   0.98848,  33.61299,  12.43000
 363.00000,   3.00000,   0.97875,   0.00808,   0.01317,   0.00018,   5.27718,  11.71000
 364.00000,   3.00000,   0.65484,   0.01335,   0.33180,   0.00788,  17.85618,   8.48000
 365.00000,   3.00000,   0.92595,   0.02497,   0.04908,   0.00089,   3.45995,  12.78000
 366.00000,   3.00000,   0.75458,   0.00749,   0.23792,   0.89857,   5.18186,   8.34000
 367.00000,   3.00000,   0.77464,   0.14448,   0.08086,   0.94342,   3.53321,   4.43000
 368.00000,   3.00000,   0.84670,   0.11703,   0.03626,   0.97498,  22.31072,  12.40000
 369.00000,   3.00000,   0.80934,   0.04590,   0.14475,   0.00558,   1.80180,  10.73000
 370.00000,   3.00000,   0.67308,   0.18661,   0.14029,   0.96748,  11.72023,  12.55000
 371.00000,   3.00000,   0.49722,   0.35575,   0.14701,   0.90971,  32.00183,  15.05000
 372.00000,   3.00000,   0.74475,   0.14723,   0.10802,   0.00422,   8.87296,  16.01000
 373.00000,   3.00000,   0.04947,   0.84094,   0.10957,   0.94686,   6.02071,  15.68000
 374.00000,   3.00000,   0.87048,   0.02649,   0.10302,   0.03257,   6.42568,   5.28000
 375.00000,   3.00000,   0.44358,   0.26414,   0.29226,   0.95402,  12.68597,  12.57000
 376.00000,   3.00000,   0.59974,   0.04186,   0.35840,   0.65658,  20.40446,  13.87000
 377.00000,   3.00000,   0.44431,   0.44698,   0.10869,   0.61100,   6.48375,  20.25000
 378.00000,   3.00000,   0.65844,   0.23276,   0.10878,   0.92855,   6.50806,  11.48000
 379.00000,   3.00000,   0.60415,   0.20287,   0.19297,   0.64990,   7.95718,   2.15000
 380.00000,   3.00000,   0.68974,   0.21407,   0.09617,   0.95154,   7.16571,  12.87000
 381.00000,   3.00000,   0.46241,   0.47428,   0.06330,   0.95979,   8.20783,  13.25000
 382.00000,   3.00000,   0.80832,   0.10663,   0.08505,   0.02602,  26.11848,  10.85000
 383.00000,   3.00000,   0.38943,   0.24675,   0.36380,   0.96801,   6.82126,  15.03000
 384.00000,   3.00000,   0.58504,   0.24079,   0.17415,   0.97525,  10.87029,  17.61000
 385.00000,   3.00000,   0.43526,   0.41525,   0.14947,   0.95777,  11.95203,  13.75000
 386.00000,   3.00000,   0.46472,   0.22136,   0.31390,   0.92424,   7.03686,  12.88000
 387.00000,   3.00000,   0.48733,   0.43634,   0.07632,   0.71350,  12.04858,  20.68000
 388.00000,   3.00000,   0.41361,   0.47246,   0.11392,   0.80061,   9.85497,  12.17000
 389.00000,   3.00000,   0.72714,   0.24339,   0.02945,   0.92122,  11.45202,  12.69000
 390.00000,   3.00000,   0.70608,   0.19316,   0.10073,   0.94528,   9.27687,  13.04000
 391.00000,   3.00000,   0.49527,   0.19618,   0.30855,   0.24261,  47.26087,  11.52000
 392.00000,   3.00000,   0.51692,   0.18862,   0.29444,   0.88252,   4.68965,  15.17000
 393.00000,   3.00000,   0.29687,   0.30835,   0.39475,   0.26244,   8.60983,   4.96000
 394.00000,   3.00000,   0.45533,   0.24460,   0.30005,   0.92328,   9.43796,  11.05000
 395.00000,   3.00000,   0.85893,   0.06659,   0.07447,   0.01879,   7.41888,  13.63000
 396.00000,   3.00000,   0.57829,   0.04252,   0.37919,   0.98787,   2.06880,   3.44000
 397.00000,   3.00000,   0.59104,   0.08112,   0.32783,   0.99724,  10.94899,   8.32000
 398.00000,   3.00000,   0.43964,   0.46681,   0.09352,   0.82349,  27.39697,  15.07000
 399.00000,   3.00000,   0.89576,   0.02210,   0.08213,   0.01425,  19.62891,  10.44000
 400.00000,   4.00000,   0.56587,   0.29735,   0.13675,   0.99653,   4.82895,   8.18000
 401.00000,   4.00000,   0.46244,   0.47877,   0.05877,   0.50567,  52.18308,   7.12000
 402.00000,   4.00000,   0.24105,   0.55219,   0.20673,   0.12695,   4.84251,   4.28000
 403.00000,   4.00000,   0.32208,   0.22929,   0.44861,   0.75426,  13.73674,   5.41000
 404.00000,   4.00000,   0.58313,   0.35734,   0.05951,   0.87204,  87.33505,  11.18000
 405.00000,   4.00000,   0.24478,   0.34292,   0.41228,   0.47074,   9.07255,   4.21000
 406.00000,   4.00000,   0.33926,   0.37495,   0.28578,   0.09104,  19.14503,   5.94000
 407.00000,   4.00000,   0.68012,   0.21970,   0.10016,   0.72807, 113.85190,  17.83000
 408.00000,   4.00000,   0.34845,   0.21082,   0.44069,   0.09253,  39.79266,  10.13000
 409.00000,   4.00000,   0.58828,   0.38955,   0.02214,   0.73665,  34.02673,   8.35000
 410.00000,   4.00000,   0.35846,   0.35130,   0.29022,   0.22367,  65.28359,   5.55000
 411.00000,   4.00000,   0.45634,   0.30325,   0.24038,   0.89033, 114.02902,  11.99000
 412.00000,   4.00000,   0.42065,   0.49128,   0.08805,   0.73938,   8.25258,   4.61000
 413.00000,   4.00000,   0.35404,   0.48341,   0.16253,   0.69194,  37.63683,  12.21000
 414.00000,   4.00000,   0.41065,   0.41852,   0.17081,   0.85187,  23.16366,   4.68000
 415.00000,   4.00000,   0.48352,   0.17382,   0.34263,   0.83624,  17.26276,   6.18000
 416.00000,   4.00000,   0.60042,   0.27533,   0.12424,   0.77812,  80.86115,  15.84000
 417.00000,   4.00000,   0.20446,   0.66807,   0.12746,   0.19715,  48.03606,  12.08000
 418.00000,   4.00000,   0.91678,   0.07773,   0.00549,   0.00427,   3.13423,   5.64000
 419.00000,   4.00000,   0.23554,   0.44433,   0.32013,   0.60154,  47.64983,  12.15000
 420.00000,   4.00000,   0.12091,   0.43924,   0.43982,   0.85382,  21.26250,   7.52000
 421.00000,   4.00000,   0.10427,   0.21938,   0.67633,   0.04349,  58.40570,  12.78000
 422.00000,   4.00000,   0.63522,   0.19125,   0.17352,   0.78833,  73.99178,  10.79000
 423.00000,   4.00000,   0.15450,   0.40258,   0.44290,   0.06049,  43.25525,  13.39000
 424.00000,   4.00000,   0.22489,   0.50278,   0.27230,   0.31613,  11.72490,   5.32000
 425.00000,   4.00000,   0.69452,   0.18817,   0.11729,   0.92895,  12.77468,   5.19000
 426.00000,   4.00000,   0.67149,   0.28371,   0.04477,   0.88441,   5.38601,   5.48000
 427.00000,   4.00000,   0.43631,   0.30959,   0.25408,   0.89278,  66.86897,  10.35000
 428.00000,   4.00000,   0.42077,   0.44042,   0.13877,   0.08833,   5.11934,   2.68000
 429.00000,   4.00000,   0.68036,   0.12460,   0.19504,   0.93447, 133.01813,  10.47000
 430.00000,   4.00000,   0.34363,   0.24245,   0.41391,   0.08120,  63.41431,  15.31000
 431.00000,   4.00000,   0.17785,   0.34285,   0.47927,   0.02796,  10.25534,   6.03000
 432.00000,   4.00000,   0.59991,   0.17294,   0.22713,   0.10436,  71.55556,  19.26000
 433.00000,   4.00000,   0.42244,   0.17603,   0.40148,   0.77495,  41.70085,  13.48000
 434.00000,   4.00000,   0.06905,   0.56178,   0.36915,   0.13997,  38.10373,  10.67000
 435.00000,   4.00000,   0.78542,   0.12377,   0.09080,   0.96874,  39.50002,   8.70000
 436.00000,   4.00000,   0.39579,   0.18370,   0.42050,   0.84126,  38.64793,   7.21000
 437.00000,   4.00000,   0.62151,   0.25912,   0.11936,   0.71940,  55.68974,   9.31000
 438.00000,   4.00000,   0.65888,   0.23635,   0.10474,   0.80600,  10.48421,   3.81000
 439.00000,   4.00000,   0.47824,   0.31682,   0.20492,   0.73695,  51.78699,   9.39000
 440.00000,   4.00000,   0.26036,   0.38899,   0.35061,   0.25346,  91.40171,  14.57000
 441.00000,   4.00000,   0.54203,   0.39189,   0.06606,   0.29522,  83.48955,   9.83000
 442.00000,   4.00000,   0.62572,   0.31182,   0.06244,   0.63400,  80.65845,  16.19000
 443.00000,   4.00000,   0.46120,   0.27943,   0.25935,   0.98338, 153.46336,  13.80000
 444.00000,   4.00000,   0.39155,   0.23254,   0.37588,   0.77198, 101.43115,  23.24000
 445.00000,   4.00000,   0.26886,   0.44672,   0.28440,   0.73948,  11.98899,   4.78000
 446.00000,   4.00000,   0.22445,   0.39215,   0.38338,   0.61224,  77.44486,  10.77000
 447.00000,   4.00000,   0.24339,   0.61650,   0.14008,   0.33817,   6.73966,   3.97000
 448.00000,   4.00000,   0.39349,   0.31132,   0.29516,   0.59831,  20.29643,   6.07000
 449.00000,   4.00000,   0.47454,   0.29385,   0.23158,   0.67637,  62.62844,   8.68000
 450.00000,   4.00000,   0.49762,   0.32892,   0.17343,   0.47590,  58.89845,  15.53000
 451.00000,   4.00000,   0.56204,   0.31148,   0.12646,   0.89941,  87.06140,  15.55000
 452.00000,   4.00000,   0.35451,   0.29554,   0.34993,   0.23048,  13.08065,   4.79000
 453.00000,   4.00000,   0.38903,   0.35994,   0.25100,   0.12768,  65.08335,   9.88000
 454.00000,   4.00000,   0.07670,   0.82144,   0.10182,   0.21123,   7.72516,   3.89000
 455.00000,   4.00000,   0.45921,   0.28768,   0.25308,   0.70531,  10.58436,   5.39000
 456.00000,   4.00000,   0.07112,   0.57325,   0.35559,   0.99480,  21.31153,  10.75000
 457.00000,   4.00000,   0.58498,   0.28474,   0.13026,   0.49858,   7.04315,   2.62000
 458.00000,   4.00000,   0.42955,   0.36428,   0.20614,   0.64837,   9.85676,   4.34000
 459.00000,   4.00000,   0.06791,   0.24020,   0.69184,   0.02568,  21.40785,   4.39000
 460.00000,   4.00000,   0.23248,   0.45639,   0.31112,   0.90983,  48.60604,  14.06000
 461.00000,   4.00000,   0.36122,   0.21371,   0.42504,   0.10762,   9.53255,   5.27000
 462.00000,   4.00000,   0.29439,   0.47955,   0.22602,   0.64780,   9.76083,   4.83000
 463.00000,   4.00000,   0.50386,   0.46394,   0.03218,   0.43983,   9.85470,   5.34000
 464.00000,   4.00000,   0.24139,   0.48026,   0.27832,   0.88649,  99.28565,  17.05000
 465.00000,   4.00000,   0.19871,   0.44527,   0.35598,   0.51679,  16.36899,   7.69000
 466.00000,   4.00000,   0.50905,   0.21879,   0.27214,   0.71920,  43.17815,  10.49000
 467.00000,   4.00000,   0.09256,   0.70621,   0.20118,   0.15783,  47.69361,  13.36000
 468.00000,   4.00000,   0.02434,   0.45736,   0.51826,   0.11116,   9.79159,   5.44000
 469.00000,   4.00000,   0.54509,   0.21896,   0.23593,   0.84240,  86.62818,   8.45000
 470.00000,   4.00000,   0.23170,   0.24208,   0.52620,   0.96549, 138.29095,  13.67000
 471.00000,   4.00000,   0.46539,   0.41260,   0.12199,   0.80506,  60.47213,  14.60000
 472.00000,   4.00000,   0.24788,   0.16212,   0.58997,   0.08325,  44.23292,   5.76000
 473.00000,   4.00000,   0.51093,   0.46210,   0.02695,   0.54569,  15.60874,   5.81000
 474.00000,   4.00000,   0.44915,   0.34014,   0.21070,   0.97222,  63.17095,  12.85000
 475.00000,   4.00000,   0.48742,   0.36549,   0.14707,   0.86767,  60.41482,   8.46000
 476.00000,   4.00000,   0.38808,   0.57078,   0.04111,   0.42458,  51.31833,  10.58000
 477.00000,   4.00000,   0.51799,   0.29942,   0.18257,   0.84548,  45.30144,   8.43000
 478.00000,   4.00000,   0.45949,   0.16026,   0.38023,   0.86408,  41.39786,   6.23000
 479.00000,   4.00000,   0.40562,   0.11417,   0.48020,   0.59253,  18.92443,   9.43000
 480.00000,   4.00000,   0.35592,   0.51327,   0.13079,   0.39988,  24.34422,   6.19000
 481.00000,   4.00000,   0.55746,   0.26757,   0.17494,   0.99744,  97.80697,  16.82000
 482.00000,   4.00000,   0.24874,   0.48281,   0.26840,   0.91067, 104.98669,  15.33000
 483.00000,   4.00000,   0.44576,   0.28630,   0.26792,   0.04511,  41.97054,   5.97000
 484.00000,   4.00000,   0.03779,   0.46580,   0.49637,   0.10163,  61.91587,   9.56000
 485.00000,   4.00000,   0.06872,   0.33439,   0.59686,   0.11411,  11.77146,   6.25000
 486.00000,   4.00000,   0.47766,   0.41245,   0.10987,   0.74202,  71.64785,  11.77000
 487.00000,   4.00000,   0.55243,   0.28765,   0.15990,   0.01601,   2.56425,   5.55000
 488.00000,   4.00000,   0.62234,   0.20185,   0.17578,   0.83599, 136.42377,  14.14000
 489.00000,   4.00000,   0.35187,   0.10041,   0.54769,   0.02080,  54.59575,   5.87000
 490.00000,   4.00000,   0.26014,   0.42511,   0.31472,   0.53188,  12.31311,   4.42000
 491.00000,   4.00000,   0.14205,   0.56400,   0.29391,   0.85992,  76.27849,  16.15000
 492.00000,   4.00000,   0.40693,   0.36566,   0.22738,   0.78029,  58.10167,   9.55000
 493.00000,   4.00000,   0.26080,   0.54188,   0.19729,   0.88396,  50.42289,   9.67000
 494.00000,   4.00000,   0.32482,   0.51084,   0.16431,   0.59383,  23.46857,   6.52000
 495.00000,   4.00000,   0.48119,   0.24610,   0.27269,   0.96207,  31.93929,   7.19000
 496.00000,   4.00000,   0.45529,   0.21816,   0.32652,   0.79739,  82.13650,  12.44000
 497.00000,   4.00000,   0.24473,   0.19352,   0.56172,   0.89514,  27.14062,   6.84000
 498.00000,   4.00000,   0.48365,   0.19674,   0.31959,   0.63312,  30.48559,  11.28000
 499.00000,   4.00000,   0.42163,   0.15385,   0.42450,   0.93505,  35.51073,   5.47000
